color1,color2,distance
"(110, 219, 0)","(0, 235, 0)",111.157545853
"(110, 219, 0)","(0, 235, 1)",111.162043882
"(110, 220, 0)","(0, 236, 0)",111.157545853
"(110, 220, 0)","(0, 236, 1)",111.162043882
"(110, 221, 0)","(0, 237, 0)",111.157545853
"(110, 221, 0)","(0, 237, 1)",111.162043882
"(110, 222, 0)","(0, 238, 0)",111.157545853
"(110, 222, 0)","(0, 238, 1)",111.162043882
"(110, 223, 0)","(0, 239, 0)",111.157545853
"(110, 223, 0)","(0, 239, 1)",111.162043882
"(110, 224, 0)","(0, 240, 0)",111.157545853
"(110, 224, 0)","(0, 240, 1)",111.162043882
"(110, 225, 0)","(0, 241, 0)",111.157545853
"(110, 225, 0)","(0, 241, 1)",111.162043882
"(110, 226, 0)","(0, 242, 0)",111.157545853
"(110, 226, 0)","(0, 242, 1)",111.162043882
"(110, 227, 0)","(0, 243, 0)",111.157545853
"(110, 227, 0)","(0, 243, 1)",111.162043882
"(110, 228, 0)","(0, 244, 0)",111.157545853
"(110, 228, 0)","(0, 244, 1)",111.162043882
"(110, 229, 0)","(0, 245, 0)",111.157545853
"(110, 229, 0)","(0, 245, 1)",111.162043882
"(110, 230, 0)","(0, 246, 0)",111.157545853
"(110, 230, 0)","(0, 246, 1)",111.162043882
"(110, 231, 0)","(0, 247, 0)",111.157545853
"(110, 231, 0)","(0, 247, 1)",111.162043882
"(110, 232, 0)","(0, 248, 0)",111.157545853
"(110, 232, 0)","(0, 248, 1)",111.162043882
"(110, 233, 0)","(0, 249, 0)",111.157545853
"(110, 233, 0)","(0, 249, 1)",111.162043882
"(110, 234, 0)","(0, 250, 0)",111.157545853
"(110, 234, 0)","(0, 250, 1)",111.162043882
"(110, 235, 0)","(0, 251, 0)",111.157545853
"(110, 235, 0)","(0, 251, 1)",111.162043882
"(110, 236, 0)","(0, 252, 0)",111.157545853
"(110, 236, 0)","(0, 252, 1)",111.162043882
"(110, 237, 0)","(0, 253, 0)",111.157545853
"(110, 237, 0)","(0, 253, 1)",111.162043882
"(110, 238, 0)","(0, 254, 0)",111.157545853
"(110, 238, 0)","(0, 254, 1)",111.162043882
"(110, 239, 0)","(0, 255, 0)",111.157545853
"(110, 239, 0)","(0, 255, 1)",111.162043882
"(111, 128, 0)","(0, 144, 0)",112.147224665
"(111, 128, 0)","(0, 144, 1)",112.151683001
"(111, 129, 0)","(0, 145, 0)",112.147224665
"(111, 129, 0)","(0, 145, 1)",112.151683001
"(111, 130, 0)","(0, 146, 0)",112.147224665
"(111, 130, 0)","(0, 146, 1)",112.151683001
"(111, 131, 0)","(0, 147, 0)",112.147224665
"(111, 131, 0)","(0, 147, 1)",112.151683001
"(111, 132, 0)","(0, 148, 0)",112.147224665
"(111, 132, 0)","(0, 148, 1)",112.151683001
"(111, 133, 0)","(0, 149, 0)",112.147224665
"(111, 133, 0)","(0, 149, 1)",112.151683001
"(111, 134, 0)","(0, 150, 0)",112.147224665
"(111, 134, 0)","(0, 150, 1)",112.151683001
"(111, 135, 0)","(0, 151, 0)",112.147224665
"(111, 135, 0)","(0, 151, 1)",112.151683001
"(111, 136, 0)","(0, 152, 0)",112.147224665
"(111, 136, 0)","(0, 152, 1)",112.151683001
"(111, 137, 0)","(0, 153, 0)",112.147224665
"(111, 137, 0)","(0, 153, 1)",112.151683001
"(111, 138, 0)","(0, 154, 0)",112.147224665
"(111, 138, 0)","(0, 154, 1)",112.151683001
"(111, 139, 0)","(0, 155, 0)",112.147224665
"(111, 139, 0)","(0, 155, 1)",112.151683001
"(111, 140, 0)","(0, 156, 0)",112.147224665
"(111, 140, 0)","(0, 156, 1)",112.151683001
"(111, 141, 0)","(0, 157, 0)",112.147224665
"(111, 141, 0)","(0, 157, 1)",112.151683001
"(111, 142, 0)","(0, 158, 0)",112.147224665
"(111, 142, 0)","(0, 158, 1)",112.151683001
"(111, 143, 0)","(0, 159, 0)",112.147224665
"(111, 143, 0)","(0, 159, 1)",112.151683001
"(111, 144, 0)","(0, 160, 0)",112.147224665
"(111, 144, 0)","(0, 160, 1)",112.151683001
"(111, 145, 0)","(0, 161, 0)",112.147224665
"(111, 145, 0)","(0, 161, 1)",112.151683001
"(111, 146, 0)","(0, 162, 0)",112.147224665
"(111, 146, 0)","(0, 162, 1)",112.151683001
"(111, 147, 0)","(0, 163, 0)",112.147224665
"(111, 147, 0)","(0, 163, 1)",112.151683001
"(111, 148, 0)","(0, 164, 0)",112.147224665
"(111, 148, 0)","(0, 164, 1)",112.151683001
"(111, 149, 0)","(0, 165, 0)",112.147224665
"(111, 149, 0)","(0, 165, 1)",112.151683001
"(111, 150, 0)","(0, 166, 0)",112.147224665
"(111, 150, 0)","(0, 166, 1)",112.151683001
"(111, 151, 0)","(0, 167, 0)",112.147224665
"(111, 151, 0)","(0, 167, 1)",112.151683001
"(111, 152, 0)","(0, 168, 0)",112.147224665
"(111, 152, 0)","(0, 168, 1)",112.151683001
"(111, 153, 0)","(0, 169, 0)",112.147224665
"(111, 153, 0)","(0, 169, 1)",112.151683001
"(111, 154, 0)","(0, 170, 0)",112.147224665
"(111, 154, 0)","(0, 170, 1)",112.151683001
"(111, 155, 0)","(0, 171, 0)",112.147224665
"(111, 155, 0)","(0, 171, 1)",112.151683001
"(111, 156, 0)","(0, 172, 0)",112.147224665
"(111, 156, 0)","(0, 172, 1)",112.151683001
"(111, 157, 0)","(0, 173, 0)",112.147224665
"(111, 157, 0)","(0, 173, 1)",112.151683001
"(111, 158, 0)","(0, 174, 0)",112.147224665
"(111, 158, 0)","(0, 174, 1)",112.151683001
"(111, 159, 0)","(0, 175, 0)",112.147224665
"(111, 159, 0)","(0, 175, 1)",112.151683001
"(111, 160, 0)","(0, 176, 0)",112.147224665
"(111, 160, 0)","(0, 176, 1)",112.151683001
"(111, 161, 0)","(0, 177, 0)",112.147224665
"(111, 161, 0)","(0, 177, 1)",112.151683001
"(111, 162, 0)","(0, 178, 0)",112.147224665
"(111, 162, 0)","(0, 178, 1)",112.151683001
"(111, 163, 0)","(0, 179, 0)",112.147224665
"(111, 163, 0)","(0, 179, 1)",112.151683001
"(111, 164, 0)","(0, 180, 0)",112.147224665
"(111, 164, 0)","(0, 180, 1)",112.151683001
"(111, 165, 0)","(0, 181, 0)",112.147224665
"(111, 165, 0)","(0, 181, 1)",112.151683001
"(111, 166, 0)","(0, 182, 0)",112.147224665
"(111, 166, 0)","(0, 182, 1)",112.151683001
"(111, 167, 0)","(0, 183, 0)",112.147224665
"(111, 167, 0)","(0, 183, 1)",112.151683001
"(111, 168, 0)","(0, 184, 0)",112.147224665
"(111, 168, 0)","(0, 184, 1)",112.151683001
"(111, 169, 0)","(0, 185, 0)",112.147224665
"(111, 169, 0)","(0, 185, 1)",112.151683001
"(111, 170, 0)","(0, 186, 0)",112.147224665
"(111, 170, 0)","(0, 186, 1)",112.151683001
"(111, 171, 0)","(0, 187, 0)",112.147224665
"(111, 171, 0)","(0, 187, 1)",112.151683001
"(111, 172, 0)","(0, 188, 0)",112.147224665
"(111, 172, 0)","(0, 188, 1)",112.151683001
"(111, 173, 0)","(0, 189, 0)",112.147224665
"(111, 173, 0)","(0, 189, 1)",112.151683001
"(111, 174, 0)","(0, 190, 0)",112.147224665
"(111, 174, 0)","(0, 190, 1)",112.151683001
"(111, 175, 0)","(0, 191, 0)",112.147224665
"(111, 175, 0)","(0, 191, 1)",112.151683001
"(111, 176, 0)","(0, 192, 0)",112.147224665
"(111, 176, 0)","(0, 192, 1)",112.151683001
"(111, 177, 0)","(0, 193, 0)",112.147224665
"(111, 177, 0)","(0, 193, 1)",112.151683001
"(111, 178, 0)","(0, 194, 0)",112.147224665
"(111, 178, 0)","(0, 194, 1)",112.151683001
"(111, 179, 0)","(0, 195, 0)",112.147224665
"(111, 179, 0)","(0, 195, 1)",112.151683001
"(111, 180, 0)","(0, 196, 0)",112.147224665
"(111, 180, 0)","(0, 196, 1)",112.151683001
"(111, 181, 0)","(0, 197, 0)",112.147224665
"(111, 181, 0)","(0, 197, 1)",112.151683001
"(111, 182, 0)","(0, 198, 0)",112.147224665
"(111, 182, 0)","(0, 198, 1)",112.151683001
"(111, 183, 0)","(0, 199, 0)",112.147224665
"(111, 183, 0)","(0, 199, 1)",112.151683001
"(111, 184, 0)","(0, 200, 0)",112.147224665
"(111, 184, 0)","(0, 200, 1)",112.151683001
"(111, 185, 0)","(0, 201, 0)",112.147224665
"(111, 185, 0)","(0, 201, 1)",112.151683001
"(111, 186, 0)","(0, 202, 0)",112.147224665
"(111, 186, 0)","(0, 202, 1)",112.151683001
"(111, 187, 0)","(0, 203, 0)",112.147224665
"(111, 187, 0)","(0, 203, 1)",112.151683001
"(111, 188, 0)","(0, 204, 0)",112.147224665
"(111, 188, 0)","(0, 204, 1)",112.151683001
"(111, 189, 0)","(0, 205, 0)",112.147224665
"(111, 189, 0)","(0, 205, 1)",112.151683001
"(111, 190, 0)","(0, 206, 0)",112.147224665
"(111, 190, 0)","(0, 206, 1)",112.151683001
"(111, 191, 0)","(0, 207, 0)",112.147224665
"(111, 191, 0)","(0, 207, 1)",112.151683001
"(111, 192, 0)","(0, 208, 0)",112.147224665
"(111, 192, 0)","(0, 208, 1)",112.151683001
"(111, 193, 0)","(0, 209, 0)",112.147224665
"(111, 193, 0)","(0, 209, 1)",112.151683001
"(111, 194, 0)","(0, 210, 0)",112.147224665
"(111, 194, 0)","(0, 210, 1)",112.151683001
"(111, 195, 0)","(0, 211, 0)",112.147224665
"(111, 195, 0)","(0, 211, 1)",112.151683001
"(111, 196, 0)","(0, 212, 0)",112.147224665
"(111, 196, 0)","(0, 212, 1)",112.151683001
"(111, 197, 0)","(0, 213, 0)",112.147224665
"(111, 197, 0)","(0, 213, 1)",112.151683001
"(111, 198, 0)","(0, 214, 0)",112.147224665
"(111, 198, 0)","(0, 214, 1)",112.151683001
"(111, 199, 0)","(0, 215, 0)",112.147224665
"(111, 199, 0)","(0, 215, 1)",112.151683001
"(111, 200, 0)","(0, 216, 0)",112.147224665
"(111, 200, 0)","(0, 216, 1)",112.151683001
"(111, 201, 0)","(0, 217, 0)",112.147224665
"(111, 201, 0)","(0, 217, 1)",112.151683001
"(111, 202, 0)","(0, 218, 0)",112.147224665
"(111, 202, 0)","(0, 218, 1)",112.151683001
"(111, 203, 0)","(0, 219, 0)",112.147224665
"(111, 203, 0)","(0, 219, 1)",112.151683001
"(111, 204, 0)","(0, 220, 0)",112.147224665
"(111, 204, 0)","(0, 220, 1)",112.151683001
"(111, 205, 0)","(0, 221, 0)",112.147224665
"(111, 205, 0)","(0, 221, 1)",112.151683001
"(111, 206, 0)","(0, 222, 0)",112.147224665
"(111, 206, 0)","(0, 222, 1)",112.151683001
"(111, 207, 0)","(0, 223, 0)",112.147224665
"(111, 207, 0)","(0, 223, 1)",112.151683001
"(111, 208, 0)","(0, 224, 0)",112.147224665
"(111, 208, 0)","(0, 224, 1)",112.151683001
"(111, 209, 0)","(0, 225, 0)",112.147224665
"(111, 209, 0)","(0, 225, 1)",112.151683001
"(111, 210, 0)","(0, 226, 0)",112.147224665
"(111, 210, 0)","(0, 226, 1)",112.151683001
"(111, 211, 0)","(0, 227, 0)",112.147224665
"(111, 211, 0)","(0, 227, 1)",112.151683001
"(111, 212, 0)","(0, 228, 0)",112.147224665
"(111, 212, 0)","(0, 228, 1)",112.151683001
"(111, 213, 0)","(0, 229, 0)",112.147224665
"(111, 213, 0)","(0, 229, 1)",112.151683001
"(111, 214, 0)","(0, 230, 0)",112.147224665
"(111, 214, 0)","(0, 230, 1)",112.151683001
"(111, 215, 0)","(0, 231, 0)",112.147224665
"(111, 215, 0)","(0, 231, 1)",112.151683001
"(111, 216, 0)","(0, 232, 0)",112.147224665
"(111, 216, 0)","(0, 232, 1)",112.151683001
"(111, 217, 0)","(0, 233, 0)",112.147224665
"(111, 217, 0)","(0, 233, 1)",112.151683001
"(111, 218, 0)","(0, 234, 0)",112.147224665
"(111, 218, 0)","(0, 234, 1)",112.151683001
"(111, 219, 0)","(0, 235, 0)",112.147224665
"(111, 219, 0)","(0, 235, 1)",112.151683001
"(111, 220, 0)","(0, 236, 0)",112.147224665
"(111, 220, 0)","(0, 236, 1)",112.151683001
"(111, 221, 0)","(0, 237, 0)",112.147224665
"(111, 221, 0)","(0, 237, 1)",112.151683001
"(111, 222, 0)","(0, 238, 0)",112.147224665
"(111, 222, 0)","(0, 238, 1)",112.151683001
"(111, 223, 0)","(0, 239, 0)",112.147224665
"(111, 223, 0)","(0, 239, 1)",112.151683001
"(111, 224, 0)","(0, 240, 0)",112.147224665
"(111, 224, 0)","(0, 240, 1)",112.151683001
"(111, 225, 0)","(0, 241, 0)",112.147224665
"(111, 225, 0)","(0, 241, 1)",112.151683001
"(111, 226, 0)","(0, 242, 0)",112.147224665
"(111, 226, 0)","(0, 242, 1)",112.151683001
"(111, 227, 0)","(0, 243, 0)",112.147224665
"(111, 227, 0)","(0, 243, 1)",112.151683001
"(111, 228, 0)","(0, 244, 0)",112.147224665
"(111, 228, 0)","(0, 244, 1)",112.151683001
"(111, 229, 0)","(0, 245, 0)",112.147224665
"(111, 229, 0)","(0, 245, 1)",112.151683001
"(111, 230, 0)","(0, 246, 0)",112.147224665
"(111, 230, 0)","(0, 246, 1)",112.151683001
"(111, 231, 0)","(0, 247, 0)",112.147224665
"(111, 231, 0)","(0, 247, 1)",112.151683001
"(111, 232, 0)","(0, 248, 0)",112.147224665
"(111, 232, 0)","(0, 248, 1)",112.151683001
"(111, 233, 0)","(0, 249, 0)",112.147224665
"(111, 233, 0)","(0, 249, 1)",112.151683001
"(111, 234, 0)","(0, 250, 0)",112.147224665
"(111, 234, 0)","(0, 250, 1)",112.151683001
"(111, 235, 0)","(0, 251, 0)",112.147224665
"(111, 235, 0)","(0, 251, 1)",112.151683001
"(111, 236, 0)","(0, 252, 0)",112.147224665
"(111, 236, 0)","(0, 252, 1)",112.151683001
"(111, 237, 0)","(0, 253, 0)",112.147224665
"(111, 237, 0)","(0, 253, 1)",112.151683001
"(111, 238, 0)","(0, 254, 0)",112.147224665
"(111, 238, 0)","(0, 254, 1)",112.151683001
"(111, 239, 0)","(0, 255, 0)",112.147224665
"(111, 239, 0)","(0, 255, 1)",112.151683001
"(112, 128, 0)","(0, 144, 0)",113.13708499
"(112, 128, 0)","(0, 144, 1)",113.141504321
"(112, 129, 0)","(0, 145, 0)",113.13708499
"(112, 129, 0)","(0, 145, 1)",113.141504321
"(112, 130, 0)","(0, 146, 0)",113.13708499
"(112, 130, 0)","(0, 146, 1)",113.141504321
"(112, 131, 0)","(0, 147, 0)",113.13708499
"(112, 131, 0)","(0, 147, 1)",113.141504321
"(112, 132, 0)","(0, 148, 0)",113.13708499
"(112, 132, 0)","(0, 148, 1)",113.141504321
"(112, 133, 0)","(0, 149, 0)",113.13708499
"(112, 133, 0)","(0, 149, 1)",113.141504321
"(112, 134, 0)","(0, 150, 0)",113.13708499
"(112, 134, 0)","(0, 150, 1)",113.141504321
"(112, 135, 0)","(0, 151, 0)",113.13708499
"(112, 135, 0)","(0, 151, 1)",113.141504321
"(112, 136, 0)","(0, 152, 0)",113.13708499
"(112, 136, 0)","(0, 152, 1)",113.141504321
"(112, 137, 0)","(0, 153, 0)",113.13708499
"(112, 137, 0)","(0, 153, 1)",113.141504321
"(112, 138, 0)","(0, 154, 0)",113.13708499
"(112, 138, 0)","(0, 154, 1)",113.141504321
"(112, 139, 0)","(0, 155, 0)",113.13708499
"(112, 139, 0)","(0, 155, 1)",113.141504321
"(112, 140, 0)","(0, 156, 0)",113.13708499
"(112, 140, 0)","(0, 156, 1)",113.141504321
"(112, 141, 0)","(0, 157, 0)",113.13708499
"(112, 141, 0)","(0, 157, 1)",113.141504321
"(112, 142, 0)","(0, 158, 0)",113.13708499
"(112, 142, 0)","(0, 158, 1)",113.141504321
"(112, 143, 0)","(0, 159, 0)",113.13708499
"(112, 143, 0)","(0, 159, 1)",113.141504321
"(112, 144, 0)","(0, 160, 0)",113.13708499
"(112, 144, 0)","(0, 160, 1)",113.141504321
"(112, 145, 0)","(0, 161, 0)",113.13708499
"(112, 145, 0)","(0, 161, 1)",113.141504321
"(112, 146, 0)","(0, 162, 0)",113.13708499
"(112, 146, 0)","(0, 162, 1)",113.141504321
"(112, 147, 0)","(0, 163, 0)",113.13708499
"(112, 147, 0)","(0, 163, 1)",113.141504321
"(112, 148, 0)","(0, 164, 0)",113.13708499
"(112, 148, 0)","(0, 164, 1)",113.141504321
"(112, 149, 0)","(0, 165, 0)",113.13708499
"(112, 149, 0)","(0, 165, 1)",113.141504321
"(112, 150, 0)","(0, 166, 0)",113.13708499
"(112, 150, 0)","(0, 166, 1)",113.141504321
"(112, 151, 0)","(0, 167, 0)",113.13708499
"(112, 151, 0)","(0, 167, 1)",113.141504321
"(112, 152, 0)","(0, 168, 0)",113.13708499
"(112, 152, 0)","(0, 168, 1)",113.141504321
"(112, 153, 0)","(0, 169, 0)",113.13708499
"(112, 153, 0)","(0, 169, 1)",113.141504321
"(112, 154, 0)","(0, 170, 0)",113.13708499
"(112, 154, 0)","(0, 170, 1)",113.141504321
"(112, 155, 0)","(0, 171, 0)",113.13708499
"(112, 155, 0)","(0, 171, 1)",113.141504321
"(112, 156, 0)","(0, 172, 0)",113.13708499
"(112, 156, 0)","(0, 172, 1)",113.141504321
"(112, 157, 0)","(0, 173, 0)",113.13708499
"(112, 157, 0)","(0, 173, 1)",113.141504321
"(112, 158, 0)","(0, 174, 0)",113.13708499
"(112, 158, 0)","(0, 174, 1)",113.141504321
"(112, 159, 0)","(0, 175, 0)",113.13708499
"(112, 159, 0)","(0, 175, 1)",113.141504321
"(112, 160, 0)","(0, 176, 0)",113.13708499
"(112, 160, 0)","(0, 176, 1)",113.141504321
"(112, 161, 0)","(0, 177, 0)",113.13708499
"(112, 161, 0)","(0, 177, 1)",113.141504321
"(112, 162, 0)","(0, 178, 0)",113.13708499
"(112, 162, 0)","(0, 178, 1)",113.141504321
"(112, 163, 0)","(0, 179, 0)",113.13708499
"(112, 163, 0)","(0, 179, 1)",113.141504321
"(112, 164, 0)","(0, 180, 0)",113.13708499
"(112, 164, 0)","(0, 180, 1)",113.141504321
"(112, 165, 0)","(0, 181, 0)",113.13708499
"(112, 165, 0)","(0, 181, 1)",113.141504321
"(112, 166, 0)","(0, 182, 0)",113.13708499
"(112, 166, 0)","(0, 182, 1)",113.141504321
"(112, 167, 0)","(0, 183, 0)",113.13708499
"(112, 167, 0)","(0, 183, 1)",113.141504321
"(112, 168, 0)","(0, 184, 0)",113.13708499
"(112, 168, 0)","(0, 184, 1)",113.141504321
"(112, 169, 0)","(0, 185, 0)",113.13708499
"(112, 169, 0)","(0, 185, 1)",113.141504321
"(112, 170, 0)","(0, 186, 0)",113.13708499
"(112, 170, 0)","(0, 186, 1)",113.141504321
"(112, 171, 0)","(0, 187, 0)",113.13708499
"(112, 171, 0)","(0, 187, 1)",113.141504321
"(112, 172, 0)","(0, 188, 0)",113.13708499
"(112, 172, 0)","(0, 188, 1)",113.141504321
"(112, 173, 0)","(0, 189, 0)",113.13708499
"(112, 173, 0)","(0, 189, 1)",113.141504321
"(112, 174, 0)","(0, 190, 0)",113.13708499
"(112, 174, 0)","(0, 190, 1)",113.141504321
"(112, 175, 0)","(0, 191, 0)",113.13708499
"(112, 175, 0)","(0, 191, 1)",113.141504321
"(112, 176, 0)","(0, 192, 0)",113.13708499
"(112, 176, 0)","(0, 192, 1)",113.141504321
"(112, 177, 0)","(0, 193, 0)",113.13708499
"(112, 177, 0)","(0, 193, 1)",113.141504321
"(112, 178, 0)","(0, 194, 0)",113.13708499
"(112, 178, 0)","(0, 194, 1)",113.141504321
"(112, 179, 0)","(0, 195, 0)",113.13708499
"(112, 179, 0)","(0, 195, 1)",113.141504321
"(112, 180, 0)","(0, 196, 0)",113.13708499
"(112, 180, 0)","(0, 196, 1)",113.141504321
"(112, 181, 0)","(0, 197, 0)",113.13708499
"(112, 181, 0)","(0, 197, 1)",113.141504321
"(112, 182, 0)","(0, 198, 0)",113.13708499
"(112, 182, 0)","(0, 198, 1)",113.141504321
"(112, 183, 0)","(0, 199, 0)",113.13708499
"(112, 183, 0)","(0, 199, 1)",113.141504321
"(112, 184, 0)","(0, 200, 0)",113.13708499
"(112, 184, 0)","(0, 200, 1)",113.141504321
"(112, 185, 0)","(0, 201, 0)",113.13708499
"(112, 185, 0)","(0, 201, 1)",113.141504321
"(112, 186, 0)","(0, 202, 0)",113.13708499
"(112, 186, 0)","(0, 202, 1)",113.141504321
"(112, 187, 0)","(0, 203, 0)",113.13708499
"(112, 187, 0)","(0, 203, 1)",113.141504321
"(112, 188, 0)","(0, 204, 0)",113.13708499
"(112, 188, 0)","(0, 204, 1)",113.141504321
"(112, 189, 0)","(0, 205, 0)",113.13708499
"(112, 189, 0)","(0, 205, 1)",113.141504321
"(112, 190, 0)","(0, 206, 0)",113.13708499
"(112, 190, 0)","(0, 206, 1)",113.141504321
"(112, 191, 0)","(0, 207, 0)",113.13708499
"(112, 191, 0)","(0, 207, 1)",113.141504321
"(112, 192, 0)","(0, 208, 0)",113.13708499
"(112, 192, 0)","(0, 208, 1)",113.141504321
"(112, 193, 0)","(0, 209, 0)",113.13708499
"(112, 193, 0)","(0, 209, 1)",113.141504321
"(112, 194, 0)","(0, 210, 0)",113.13708499
"(112, 194, 0)","(0, 210, 1)",113.141504321
"(112, 195, 0)","(0, 211, 0)",113.13708499
"(112, 195, 0)","(0, 211, 1)",113.141504321
"(112, 196, 0)","(0, 212, 0)",113.13708499
"(112, 196, 0)","(0, 212, 1)",113.141504321
"(112, 197, 0)","(0, 213, 0)",113.13708499
"(112, 197, 0)","(0, 213, 1)",113.141504321
"(112, 198, 0)","(0, 214, 0)",113.13708499
"(112, 198, 0)","(0, 214, 1)",113.141504321
"(112, 199, 0)","(0, 215, 0)",113.13708499
"(112, 199, 0)","(0, 215, 1)",113.141504321
"(112, 200, 0)","(0, 216, 0)",113.13708499
"(112, 200, 0)","(0, 216, 1)",113.141504321
"(112, 201, 0)","(0, 217, 0)",113.13708499
"(112, 201, 0)","(0, 217, 1)",113.141504321
"(112, 202, 0)","(0, 218, 0)",113.13708499
"(112, 202, 0)","(0, 218, 1)",113.141504321
"(112, 203, 0)","(0, 219, 0)",113.13708499
"(112, 203, 0)","(0, 219, 1)",113.141504321
"(112, 204, 0)","(0, 220, 0)",113.13708499
"(112, 204, 0)","(0, 220, 1)",113.141504321
"(112, 205, 0)","(0, 221, 0)",113.13708499
"(112, 205, 0)","(0, 221, 1)",113.141504321
"(112, 206, 0)","(0, 222, 0)",113.13708499
"(112, 206, 0)","(0, 222, 1)",113.141504321
"(112, 207, 0)","(0, 223, 0)",113.13708499
"(112, 207, 0)","(0, 223, 1)",113.141504321
"(112, 208, 0)","(0, 224, 0)",113.13708499
"(112, 208, 0)","(0, 224, 1)",113.141504321
"(112, 209, 0)","(0, 225, 0)",113.13708499
"(112, 209, 0)","(0, 225, 1)",113.141504321
"(112, 210, 0)","(0, 226, 0)",113.13708499
"(112, 210, 0)","(0, 226, 1)",113.141504321
"(112, 211, 0)","(0, 227, 0)",113.13708499
"(112, 211, 0)","(0, 227, 1)",113.141504321
"(112, 212, 0)","(0, 228, 0)",113.13708499
"(112, 212, 0)","(0, 228, 1)",113.141504321
"(112, 213, 0)","(0, 229, 0)",113.13708499
"(112, 213, 0)","(0, 229, 1)",113.141504321
"(112, 214, 0)","(0, 230, 0)",113.13708499
"(112, 214, 0)","(0, 230, 1)",113.141504321
"(112, 215, 0)","(0, 231, 0)",113.13708499
"(112, 215, 0)","(0, 231, 1)",113.141504321
"(112, 216, 0)","(0, 232, 0)",113.13708499
"(112, 216, 0)","(0, 232, 1)",113.141504321
"(112, 217, 0)","(0, 233, 0)",113.13708499
"(112, 217, 0)","(0, 233, 1)",113.141504321
"(112, 218, 0)","(0, 234, 0)",113.13708499
"(112, 218, 0)","(0, 234, 1)",113.141504321
"(112, 219, 0)","(0, 235, 0)",113.13708499
"(112, 219, 0)","(0, 235, 1)",113.141504321
"(112, 220, 0)","(0, 236, 0)",113.13708499
"(112, 220, 0)","(0, 236, 1)",113.141504321
"(112, 221, 0)","(0, 237, 0)",113.13708499
"(112, 221, 0)","(0, 237, 1)",113.141504321
"(112, 222, 0)","(0, 238, 0)",113.13708499
"(112, 222, 0)","(0, 238, 1)",113.141504321
"(112, 223, 0)","(0, 239, 0)",113.13708499
"(112, 223, 0)","(0, 239, 1)",113.141504321
"(112, 224, 0)","(0, 240, 0)",113.13708499
"(112, 224, 0)","(0, 240, 1)",113.141504321
"(112, 225, 0)","(0, 241, 0)",113.13708499
"(112, 225, 0)","(0, 241, 1)",113.141504321
"(112, 226, 0)","(0, 242, 0)",113.13708499
"(112, 226, 0)","(0, 242, 1)",113.141504321
"(112, 227, 0)","(0, 243, 0)",113.13708499
"(112, 227, 0)","(0, 243, 1)",113.141504321
"(112, 228, 0)","(0, 244, 0)",113.13708499
"(112, 228, 0)","(0, 244, 1)",113.141504321
"(112, 229, 0)","(0, 245, 0)",113.13708499
"(112, 229, 0)","(0, 245, 1)",113.141504321
"(112, 230, 0)","(0, 246, 0)",113.13708499
"(112, 230, 0)","(0, 246, 1)",113.141504321
"(112, 231, 0)","(0, 247, 0)",113.13708499
"(112, 231, 0)","(0, 247, 1)",113.141504321
"(112, 232, 0)","(0, 248, 0)",113.13708499
"(112, 232, 0)","(0, 248, 1)",113.141504321
"(112, 233, 0)","(0, 249, 0)",113.13708499
"(112, 233, 0)","(0, 249, 1)",113.141504321
"(112, 234, 0)","(0, 250, 0)",113.13708499
"(112, 234, 0)","(0, 250, 1)",113.141504321
"(112, 235, 0)","(0, 251, 0)",113.13708499
"(112, 235, 0)","(0, 251, 1)",113.141504321
"(112, 236, 0)","(0, 252, 0)",113.13708499
"(112, 236, 0)","(0, 252, 1)",113.141504321
"(112, 237, 0)","(0, 253, 0)",113.13708499
"(112, 237, 0)","(0, 253, 1)",113.141504321
"(112, 238, 0)","(0, 254, 0)",113.13708499
"(112, 238, 0)","(0, 254, 1)",113.141504321
"(112, 239, 0)","(0, 255, 0)",113.13708499
"(112, 239, 0)","(0, 255, 1)",113.141504321
"(113, 128, 0)","(0, 144, 0)",114.127122105
"(113, 128, 0)","(0, 144, 1)",114.131503101
"(113, 128, 0)","(0, 145, 0)",114.271606272
"(113, 128, 0)","(0, 145, 1)",114.275981728
"(113, 129, 0)","(0, 145, 0)",114.127122105
"(113, 129, 0)","(0, 145, 1)",114.131503101
"(113, 129, 0)","(0, 146, 0)",114.271606272
"(113, 129, 0)","(0, 146, 1)",114.275981728
"(113, 130, 0)","(0, 146, 0)",114.127122105
"(113, 130, 0)","(0, 146, 1)",114.131503101
"(113, 130, 0)","(0, 147, 0)",114.271606272
"(113, 130, 0)","(0, 147, 1)",114.275981728
"(113, 131, 0)","(0, 147, 0)",114.127122105
"(113, 131, 0)","(0, 147, 1)",114.131503101
"(113, 131, 0)","(0, 148, 0)",114.271606272
"(113, 131, 0)","(0, 148, 1)",114.275981728
"(113, 132, 0)","(0, 148, 0)",114.127122105
"(113, 132, 0)","(0, 148, 1)",114.131503101
"(113, 132, 0)","(0, 149, 0)",114.271606272
"(113, 132, 0)","(0, 149, 1)",114.275981728
"(113, 133, 0)","(0, 149, 0)",114.127122105
"(113, 133, 0)","(0, 149, 1)",114.131503101
"(113, 133, 0)","(0, 150, 0)",114.271606272
"(113, 133, 0)","(0, 150, 1)",114.275981728
"(113, 134, 0)","(0, 150, 0)",114.127122105
"(113, 134, 0)","(0, 150, 1)",114.131503101
"(113, 134, 0)","(0, 151, 0)",114.271606272
"(113, 134, 0)","(0, 151, 1)",114.275981728
